consulta,clase
buenas noches.perdon por la hora. queria hacer una consulta!  inicie el tramite del boleto estudiantil pero me aparece como que tengo un beneficio y no tengo ninguno. si usted me podria ayudar se lo agradeceria mucho! desde ya muchas gracias. ,Boleto Universitario
"hola, quería saber cual era el estado de mi titulo en tramite el cual se encuentra en el libro de titulos universitarios, n&deg;22 folio n&deg;51  registro n&deg;201.  desde ya, muchas gracias. ",Consulta sobre Título Universitario
"hola!! necesito mi número de legajo para poder ingresar al perfil, e inscribirme en las materias. desde ya muchas gracias!!! saludos, agustin.  ",Consulta por Legajo
"buenaa  quisiera asesoramiento de coml inscribirme a las materiaa ya q desde la pagina no puedo,me  indica que la fecha ha finalizado. gracias ",Cursadas
"el sistema me pidio que cambiara el password, lo hice pero me tiro error, y ahora no me acepta el password anterior para ingresar uno nuevo. ",Problemas con la Clave
"quiero anotarme en las materias y no puedo ingresar, me dice que no cumplu con los requisitos ",Requisitos de Ingreso
hola. no puedo ingresar para inscribirme. como puedo hacer. ,Cursadas
"hola, disculpen las molestias. tengo el problema de que a la hora de anotarme en las materias me aparece que no cumplo con los requisitos. &iquest;qué debo hacer? &iquest;acercarme a la administración o en caso de la de algún documento entregarlo y esperar 24hs para anotarme en las materias? ",Requisitos de Ingreso
"buen dia, quería consultar por inscripción para el 2do cuatrimestre, desde ya muchas gracias. alejandra ",Cursadas
"buenas noches:   estoy cursando el profesorado de economia y gestion en el instituto n°; 111 de la localidad de moreno, y necesito pedir las equivalencias de las materias que aprobe en la unlu... quisiera saber como puedo hacer dicho tramite...muchas gracias  ",Consulta por Equivalencias
"hola buenas noches, quería preguntar como me puedo anotar en las materias de mi carrera , ya que no pude acceder a internet del 8 al 12 de agosto. y necesito inscribirme por favor...  espero su respuesta . ",Cursadas
"hola! necesito saber que numero de programa estoy inscripta, ya que estoy realizando mi trabajo final de inestigacion y estoy solicitando una prorroga del mismo, saludo . ayala mariana ",Datos Personales
hola. me dirijo a quien corresponde ya que no recuerdo mi contraseña y tampoco me llega ningun mail como para reestablecer. agradeceria me puedan ayudar. gracias. ,Problemas con la Clave
buen día. me quiero inscribir para estudiar ingeniero agrónomo en 2017. ,Ingreso a la Universidad
"buenas noches , no me da la posibilidad de inscribirme en las materias queria saber porque. espero su respuesta. saludos  ",Requisitos de Ingreso
por favor me interesa saber cuantas fechas de exámenes se mantiene la regularidad en una asignatura. gracias ,Exámenes
"hola!!! realice mi inscripcion a la unlu para el 2019. pero no puedo ingresar al servicio web, me aparece un texto con el siguiente parrafo &quot;no existen datos para el aspirante ingresado&quot;. hay algún motivo en particular por la cual no pueda ingresar??? ",Ingreso a la Universidad
hola! no puedo verificar mi documento en acceso para aspirantes  ,Ingreso a la Universidad
no puedo inscribirme a las materias del primer cuatrimestre  ,Requisitos de Ingreso
"buenos días, me quisiera anotar para lasu materias del primer cuatrimestre, me dijieron que lo debo hacer por está vía, me podrán orientar, yo ya lleve los papeles a la sede de san miguel, gracias.  ",Cursadas
hola no puedo ingresar al perfil de estudiante para anotarme a final de elementos ,Exámenes
"hola buen dia, mi consulta es porque al querer ingresar a la inscripcion de la cursada, me aprece un cartel que dice que no cumplo con los requisios desde ya muchas gracias, saludos coordiales ",Requisitos de Ingreso
mi sube dice que soy beneficiaria de alguna tarifa pero no es verdad ,Boleto Universitario
hola querida preguntar porque no me cargan más la tarjeta sube.  yo ya tengo el boleto estudiantil gratuito en mí tarjeta. quiero volver hacerlo pero no me deja. ,Boleto Universitario
hola yo no puedo entrar para anotarme en los talleres y cambiar la clave nos por que  no puedo entrar  ,Problemas con la Clave
que tal...  soy egresado pero se me requiere el promedio de la carrera y noto que cuando quiero restablecer mi clave para generar una nueva y pongo mis datos al hacer click &quot; olvide mi clave &quot; me dice que soy &quot; estudiante inhabilitado &quot;   podrian solucionarlo por favor.    gracias.  ,Pedido de Certificados
"buenas tardes queria consultar sobre el boleto estudiantil ya que lo ise pero el beneficio jamas fue aplicado en mi sube, queria saber si ustedes saben algo o a quien tengo que reclamarlo , desde ya muchas gracias  ",Boleto Universitario
"buenos dias, curse la materia contabilidad superior, quedando regular y no me permite acceder al sistema para anotarme, gracias ",Requisitos de Ingreso
"hola buenas tardes, para la incripcion a las asignaturas me dijeron que me iba a llegar un enlace a mi correo pero hace días que estoy intentando pero no me llega.. desde ya mucha graciad ",Ingreso a la Universidad
"buenos días. necesitaría mi analítico con el porcentaje de materias, ya que quisiera inscribirme en un listado en educación y eso es lo que me piden. muchas gracias ",Pedido de Certificados
"hola, queria saber si tengo que hacer algun tramite para que me acrediten la sube tambien este año  con el beneficio del boleto estudiantil, porque llame a sube y me dijeron que tengo que hablar con la universidad, pero yo ya tengo el beneficio asignado dice en mi perfil, tengo que llenar algun papel o algo? ",Boleto Universitario
"buen día, mi consulta es por el tema  del boleto estudiantil, yo soy beneficiario del mismo y me robaron la tarjeta sube, mi pregunta es como puedo hacer para volver a tramitar el beneficio, espero su repsuesta, saludos ",Boleto Universitario
no puedo anotarme a las materias  ,Cursadas
mi consulta es sobre el boleto estudiantil provincial ya que me figura en la página web que tengo un beneficio asignado. pero hace 1 hora apoyé mi tarjeta en una terminal de sube y me dice que no tengo beneficios ni recargas pendientes. yo viajo para ir a cursar en la linea de colectivo 53 y para volver a mi casa en la linea 182. aguardo su respuesta. muchas gracias. ,Boleto Universitario
"hola quiero inscribirme para este cuatrimestre a una materia y me dice que no estoy regular, que supuestamente inicié un trámite para estar regular, que mire mi mail y no encontré ningún mail y necesito inscribirme.  como hago? ",Reincorporación
hola buenas noches necesito saber   que hice mal al llenar los formularios de preincripcion ya que quise ingresar a acceso para aspirantes y dice que no estoy registrada ,Ingreso a la Universidad
"hola buenas tardes, deseo informar que mi nuevo correo es : efraingauto@hotmail.com, manifiesto esto por que quiero realizar un cambio de clave en acceso a información académica y me indica que me envían información a mi correo pero nunca me llega. gracias. ",Datos Personales
buenos dias disculpe el correo para continuar con la pre inscripcion para el profesorado de educacion fisica no me llega. como continuo con la pre inscripcion. gracias  ,Ingreso a la Universidad
hola estoy intentando cambiar la clave de seguridad y no me  confirmar mis datos.. lo occion me deja poner mis fecha de nacimiento pero no me lo confirma.   ,Problemas con la Clave
 a la hora de anotarme a las cursadas me sale este mensaje &quot;ud. no cumple con los requisitos necesarios para confirmar su inscripción a cursadas.&quot; me gustaría saber los requisitos que incumplo para ponerlos al día y poder así anotarme adecuadamente ,Requisitos de Ingreso
"buenas tarde! quisiera saber hasta que tiempo puedo cambiarme de comision, los profesores ya me firmaron el permison, solo que no pude acercarme a entregar en administración ",Cambio de Comisión
"quiero anotarme para rendir el final de la materia taller de introducción al estudio de la historia, y no me aparece la opción justamente para esa materia. verifique varias veces y sigue sin aparecer, y al mirar en mi situación estudiantil figuro como regular. quería saber si no habrá final o si sucedió algún problema. ",Exámenes
hola me podrian enviar el certificado de materias aprobadas con el porcentaje de materias aprobadas. gracias ,Pedido de Certificados
no puedo obtener el beneficio del boleto estudiantil provincial. me aparece que ya poseo un beneficio y no es así. ,Boleto Universitario
"estoy inscripto para el boleto estudiantil hace mas de 1 año, hubo conflictos con las cargas de las sube en la facultad, lo regularizaron, pero ahora la máquina me dice un mensaje parecido a &quot;usted no posee ningun beneficio activo&quot;, entre en la página y me dice &quot;la persona ya tiene un beneficio activo&quot;. por favor espero respuesta, ya que necesito este beneficio. gracias. ",Boleto Universitario
hola buenas noches estoy intentando desde temprano ingresar a mi perfil para anotarme a la cursada y no me deja dice que el legajo y contraseña estan mal.. desde el celular puedo ingresar pero no me deja anotarme. ,Problemas con la Clave
necesito el porcentaje de materias aprobadas ,Pedido de Certificados
hola quisiera generar mi legajo pero no se los pasos a seguir  ,Cursadas
"hola, entro a mi cuenta y aparezco como que no soy alumno regular. me dice que registre un mail para regularizar mi situacion pero no tengo nada en mi correo... me podran decir como tengo que hacer por favor ",Reincorporación
soy aspirante a la carrera de profesorado ,Ingreso a la Universidad
"hola,  quisiera obtener mi promedio o saber como lo puedo calcular. gracias.  ",Situación Académica
&iquest;cómo me inscribo en las materias de una carrera? ,Cursadas
buenas noches... es la primera vez que ingresó a esta página para poder anotarme y no logró hacerlo .. quería saber como puedo hacer y si aún hay tiempo..  desde ya muchas gracias.  saludos ,Cursadas
quisiera solicitar la contraseña de mi perfil ya que no me deja acceder. gracias ,Problemas con la Clave
"hola: muy buenas tardes,una consulta debido a que debo una dosis de vacunas,no puedo inscribirme en el siguiente cuatrimestre,se que he cometido un error de no haber cumplido con los requisito.          pido disculpa,tengo 43 años y el tiempo para mi ya es corto para estas instancia.          desde ya muchas gracias , espero que me consideren .                           saludo atte. ",Requisitos de Ingreso
hola queria saber &iquest;porque no puedo entrar a informacion academica? pongo mi nro de legajo y contraseña de manera correcta y no entra ,Requisitos de Ingreso
"buenas tardes , el 05/05 envié una solicitud de equivalencias internas, y eximición,  quisiera saber si hay alguna resolución al respecto. desde ya muchas gracias ",Consulta por Equivalencias
"buenas tardes, queria consultar porque no me deja ingresar a la pagina de aspirantes, yo ya me ingrese en la universidad.  ",Ingreso a la Universidad
apoye mi sube en la máquina y todavia no me carga el saldo que brinda el boleto estudiantil. quiero volver a hacer el formulario en la pagina pero servicios web no me deja llenarlo. que puedo hacer? ,Boleto Universitario
"hola, buenas tardes. quería preguntarles cómo puedo obtener el beneficio del boleto estudiantil, ya que vivo a 75 kilómetros de la universidad nacional de luján. vivo en carmen de areco. me gustaría que me brindaran más información al respecto si es posible, muchas gracias. ",Boleto Universitario
no me llega el link para poder terminar el tramite del boleto estudiantil ,Boleto Universitario
quisiera saber como hacer para inscribirme en la carrera de contador publico  ,Ingreso a la Universidad
deseo inscribirme en la carrera de contador publico. muchas gracias. ,Ingreso a la Universidad
hice el primer paso para la pre-inscripción y no me llegó nada a mi mail.  ,Ingreso a la Universidad
"hola yo rendí un final el dia 17/12 en la sede de san miguel la materia costos 820046) y nos habían dicho que las notas las subían a la web ayer, pero hasta el momento no estan, mi pregunta es cuando la van a subir o si me pueden pasar la nota por otro medio?  desde ya muchas gracias! saludos ",Situación Académica
"hola q tal me contacto xq olvide la contraseña para entrar servicios académicos web de estudiante, y al hacer la gestión para reestablecer la contraseña no me llega nada a mi e-mail de contacto. se agradece si me ayudan a resolverlo,  saludos ",Problemas con la Clave
"hola buenas tardes, quería comunicarles que como sabrán mañana termina el ciclo para anotarse en las cursadas y yo todavía no pude hacerlo porque cada vez que lo intento me salta lo siguiente: &quot;ud. no cumple con los requisitos necesarios para confirmar su inscripción a cursadas.&quot; necesitaría su ayuda lo más rápido posible... desde ya muchas gracias ",Requisitos de Ingreso
"hola, buenos días.  queria saber sobre la carrera de licenciatura en enfermería. me hice la pre-inscripcion.pero no me llega nada a mi correo. que debo hacer? ",Ingreso a la Universidad
"buenas tardes, quisiera saber a partir de que hora me puedo inscribir a las materias para el 2do cuatrimestre o si tengo que ir presencialmente ya que soy aspirante. no quisiera perder las fechas, ni los horarios que crei convenientes. desde ya muchas gracias ",Cursadas
"a quien corresponda,  soy graduada del profesorado en historia por la unlu en el año 2016. me inscribí para cursar la licenciatura en historia pero por problemas personales me fue imposible cursar. hay posibilidades de reinscribirme y comenzar a cursar durante el primer cuatrimestre de 2018?  muchas gracias ",Requisitos de Ingreso
"hola, mi consulta es sobre el boleto estudiantil, el año pasado lo recibi pero este ciclo lectivo lo deje de recibir. quisiera saber que debo hacer para volver a tener el beneficio? ya que revise por mi perfil de la universidad y dice q tengo el beneficio, pero aun no tuve ninguna carga,desde el mes de marzo hasta hoy. gracias  saludos. ",Boleto Universitario
"hola, por que la página me dice que no cumplo los requisitos para la incriocion a la cursada si yo me inscribi en octubre ",Requisitos de Ingreso
"hola! yo me inscribí este año en la carrera de tecnica en inspección de alimentos, quise anotarme para la inscripción a las cursadas pero me aparece que no tengo los requisitos para anotarme gracias ",Requisitos de Ingreso
"hola, buen día, mi consulta es por el beneficio de la tarjeta sube, acá en la plataforma me figura que ya tengo un beneficio asignado, pero no tengo ninguno, hace un tiempo me robaron la sube y registre una nueva, tengo que hacer algún tramite nuevo?? ",Boleto Universitario
quisiera reencribirme en materias que tengo pendiente para cursar pero no me es posible. desearía regularizar situación  ,Reincorporación
estoy inscripta desde el año pasado al boleto estudiantil y nunca fue cargado el saldo del mismo a mi tarjeta sube. me figura que ya estoy registrada . que debo hacer para que me carguen el boleto estudiantil? ,Boleto Universitario
hola quisieradescargar el certificado de alumna regular lo necesito por un tema médico .intentó descargarlo desde la web y me sale que soy interesante. me ayudan gracias  ,Pedido de Certificados
cuando quiero iniciar el tramite para el boleto estudiantil dice que el beneficio ya fue otorgado pero nunca tuve el descuento. quisiera saber los pasos a seguir para terminar el tramite. gracias  ,Boleto Universitario
me inscribi por la wep! y no me llega ningun correo electronico de confirmacion. ,Ingreso a la Universidad
"hola mira yo había perdido la sube donde tenía el boleto estudiantil provincial, ya registré una nueva a mi nombre como hago para obtenerlo de nuevo? ",Boleto Universitario
"hice el proceso para el boleto, y me apareció como que termine, pero después me decía que hubo un error y tenía que hacer el formulario de vuelta, ahora quiero entrar para volver a hacer y me dice que ya tengo un trámite. trate de pasar la sube en la terminal pero me dice que no tengo nada. ",Boleto Universitario
"hola, no recuerdo mi legajo y no puedo ingresar a inscribirme podrían enviármelo por favor? por temas laborales no puedo acercarme a la universidad en cualquier horario. gracias ",Consulta por Legajo
como obtengo clave para ingresar al la plataforma ,Problemas con la Clave
"hola necesitaría saber porque no puedo inscribir para el primer cuatrimestre, que me falta. gracias ",Requisitos de Ingreso
intento restablecer la contraseña pero nunca me llega el mail para hacerlo ,Problemas con la Clave
"hola mi papa presento el lunes pasado  la renovación de mi dni porque debido a un viaje yo no lo pude hacer personalmente, le firme una autorización y todo como me dijeron en la universidad.. todos los papeles están entregados.. por eso me parece raro que no me puedo anotar a las materias del. primer cuatrimestre.. me podrían decir si los papeles ya están todos en lujan.. porque yo voy a cursar en san miguel.. gracias  ",Ingreso a la Universidad
"hola buenas tardes, este tramite de boleto estudiantil debo hacerlo todos los años ?( pregunto, porque yo ya gozaba de este beneficio el año pasado) ",Boleto Universitario
"hola buenas tardes, les mando este mensaje porque quiero hacer los tramites para inscribirme por internet, completo los datos y despues no me llega el mensaje a mi correo para seguir con la inscripcion, probe tres veces y es lo mismo.  gracias. ",Ingreso a la Universidad
hola no me llegan respuestas de mi solicitud ,Ingreso a la Universidad
quiero tramitar el boleto provincial y no sale la opción para poder hacerlo. espero respuestas muchas gracias ,Boleto Universitario
hola buen dia cuando entro al perfil de aspirante solo me aparecen 4 opciones y yo queria imprimir la constacia de alumno para ser beneficiaro del descuento de estudiante que hay en mi ciudad. ,Pedido de Certificados
buenas tardes... mi consulta es porque cuando inhreso mi dni en el perfil de aspirantes no hay ninguna informacion. gracias. ,Cursadas
"buenas noches. necesito un certificado analítico de materias aprobadas. como debo hacer para solicitarlo; debo ir personalmente, me lo entregan en el momento? la consulta es porque no doy de la localidad y debo pedir d&igrave;a en el trabajo para ir. desde ya muchas gracias. saludos. ",Pedido de Certificados
"quisiera recuperar mi clave de acceso al sistema de servicios académicos, ya gestioné la clave pero no me llega el mail. gracias ",Problemas con la Clave
no puedo acceder a mi nro.de legajo. me equivoque en las materias a cursar en el prmer cuarimestre.marque cinco y solo puedo cursar tres por los horarios ,Cursadas
"hola. se a me imposibilita ingresar al acceso a información académico, vía web, ya que cuando quiero ingresar a mi cuenta (pongo los datos correctos) me sale un escrito que diciendo -&quot;el estudiante no cumple con los requisitos para ingresar al sistema&quot;-  me gustaría saber cual es el problema y como hago para solucionarlo. desde ya muchas gracias. att: pablo  ",Requisitos de Ingreso
no he recibido los pasos a seguir en mi correo electrónico qu debo hacer ,Ingreso a la Universidad
"mi cusulta ya hice la pre inscripcion y todavia no me llego en mi mail, eso debo imprimir o como seria o solo debo llevar los papeles para inscribirme? ",Ingreso a la Universidad
"quisiera restablecer mi contraseña, y no me llegan el correo por parte de la universidad ",Problemas con la Clave
saludos. quería preguntar por que no cuando quiero inscribirme a las materias me salta que no cumplo con los requisitos? ,Requisitos de Ingreso
"buenas tardes, cuando quise incribirme a las asigaturas no lo pude hacer, ya que me aparece el siguiente cartel: &quot;ud no cumple con los requisitos necesarios para confirmar su inscripción a cursadas&quot; quisiera saber el motivo.  saluda atte. veronica albornoz. ",Requisitos de Ingreso
"no aparezco en servicios academicos web, dice que mi documento no existe. ",Ingreso a la Universidad
hola. intente inscribirme en las materias del primer cuatrimestre y me dice que no estoy en condiciones de hacerlo.  me podrán decir cuál es el inconveniente por favor.   ,Requisitos de Ingreso
"hola queria saber si las inscripción a las materias ya cerro , por he estado dos semanas sin poder acceder a internet  ",Cursadas
"hola. buenas noches. cómo están? estoy tratando de hacer la pre inscripción a la carrera de conyador público. hago el primer paso, me dicen que me van a mandar un correo con un formulario pero no me llegó nada aún. cuantos días hábiles tardaría en llegarme ese correo o es inmediato el envío? ",Ingreso a la Universidad
no me asigna el credito mensual del mes de abril ,Boleto Universitario
"buenos días, yo me inscribí y no me llega ningún e-mail.   como hago para poder hacer la inscripción y poder comenzar este cuatrimestre.   muchas gracias    ",Ingreso a la Universidad
necesito informacion sobre mi situacion academica materias aprobadas y condicion  ,Situación Académica
"buenas tardes , quiero preinscribirme y no me mandan el mail de respuesta... hay alguna otra forma de anotarse ? muchas gracias ! ",Ingreso a la Universidad
estaba haciendo una carrera ahy...luego deje...quiero inscribirme  ,Reincorporación
"buen día una consulta, cuando quiero inscribirme en las materias me sale un cartel que dice que no cumplo con los requisitos. porque? que hago? muchas gracias ",Requisitos de Ingreso
